#{"t_start": 1728372976.4312315, "env_id": "None"}
r,l,t
45.27111,31,75450.031778
42.44238,25,75456.501709
45.492525,26,75463.003842
41.967775,34,75473.061179
44.44073,43,75487.035035
45.810686,26,75493.542398
44.44073,36,75504.695547
41.518599,35,75515.471825
39.58523,36,75526.29793
41.518599,36,75537.494769
40.935422,35,75548.333995
44.44073,36,75559.522486
41.518599,37,75570.846928
44.44073,36,75581.875391
44.44073,26,75588.848552
45.544515,33,75598.456097
47.429942,26,75604.507867
47.501392,25,75610.494919
44.44073,25,75616.72505
44.44073,37,75627.869904
52.087196,31,75633.534662
42.44238,27,75640.781728
42.44238,43,75654.458785
44.44073,25,75660.646546
48.179805,27,75667.417773
42.930727,43,75681.163811
44.44073,25,75687.530301
44.44073,43,75701.103337
41.321188,27,75707.994389
45.175159,36,75718.830615
48.785104,36,75728.988101
44.44073,25,75735.364658
48.322757,27,75742.115492
41.518599,37,75753.320464
41.518599,32,75762.655852
45.10371,36,75773.742044
47.577399,38,75784.734787
44.44073,31,75793.470663
42.44238,37,75804.608056
42.686934,36,75815.50343
44.44073,43,75829.267279
39.966609,38,75840.494541
44.44073,36,75851.320063
47.18737,38,75862.225445
39.58523,37,75873.425706
41.518599,36,75884.385388
47.429942,26,75890.405868
43.242607,26,75897.175829
41.518599,38,75908.860599
45.10371,42,75922.204837
45.068677,31,75930.866248
42.906109,27,75937.809803
42.44238,25,75944.235286
44.44073,36,75954.889988
42.44238,36,75965.663528
45.31143,26,75972.109897
39.966609,29,75980.092765
45.952062,29,75987.942209
44.44073,36,75998.658901
41.518599,30,76006.971899
47.128102,26,76013.519038
47.429942,25,76019.752061
42.154714,28,76027.140611
44.44073,32,76036.20568
44.44073,36,76047.11702
45.783445,29,76054.914069
42.824814,36,76065.661561
44.44073,36,76076.596163
44.44073,27,76083.691856
44.44073,43,76097.559061
45.10371,42,76111.012054
39.58523,37,76122.889933
39.58523,36,76134.033766
44.44073,26,76140.420004
41.518599,28,76147.968757
42.44238,26,76154.561316
35.599185,45,76169.360945
44.44073,34,76179.206854
41.518599,29,76187.183025
41.518599,36,76198.002125
44.44073,26,76204.653442
44.44073,43,76218.213243
45.10371,25,76224.570909
44.44073,25,76231.101338
44.44073,25,76237.344032
44.44073,25,76243.557623
46.060472,29,76251.290133
41.518599,33,76260.583687
48.988418,27,76267.773745
40.935422,33,76277.337573
41.518599,31,76286.457855
47.429942,41,76298.554661
37.516166,38,76310.087126
44.44073,26,76316.77004
44.44073,26,76323.252032
44.44073,31,76331.959567
42.902245,38,76343.173587
48.283162,25,76349.122455
44.44073,25,76355.345463
41.518599,27,76362.353967
41.518599,35,76372.85877
40.753919,31,76381.215963
48.334777,25,76387.110685
44.44073,31,76395.877671
41.15436,26,76402.559857
41.518599,34,76412.382926
42.44238,25,76418.690931
42.519022,25,76425.013911
48.740728,25,76431.341133
42.44238,25,76437.656637
41.518599,31,76445.978372
45.049712,26,76453.095279
46.477997,26,76459.475093
41.518599,27,76466.439631
52.305401,28,76472.351189
44.44073,26,76479.258554
44.44073,25,76485.56424
48.740728,25,76491.9248
42.44238,25,76498.31934
42.519022,25,76504.700825
48.740579,25,76510.763712
48.699917,29,76518.088543
42.519022,25,76524.43609
48.283162,26,76530.721889
48.740728,25,76537.120965
47.577399,25,76543.189745
41.518599,29,76551.057745
42.44238,25,76557.49023
46.19028,34,76567.425477
41.518599,32,76576.695867
42.519022,42,76590.039069
41.078721,31,76598.832572
45.667334,30,76607.120989
42.519022,25,76613.474346
43.338302,34,76623.554165
42.519022,42,76636.816659
41.518599,37,76648.138493
42.519022,36,76659.207406
44.44073,25,76665.496357
42.902245,32,76674.630919
44.27115,28,76681.739319
45.952062,31,76690.438916
44.44073,26,76697.162834
48.331793,28,76703.918864
42.519022,25,76710.184768
42.519022,25,76716.57967
48.051229,40,76728.826614
41.212171,25,76735.280714
41.518599,32,76744.718121
44.44073,36,76755.866079
44.44073,25,76762.309493
45.952062,35,76773.102258
41.321188,27,76779.877676
40.753919,31,76788.399263
41.518599,28,76795.986859
41.000138,33,76805.592009
45.10371,25,76812.01373
42.519022,26,76818.740478
42.902245,38,76830.166
42.519022,26,76836.837552
42.519022,25,76843.184084
45.373618,34,76853.191373
41.518599,37,76864.554595
41.518599,26,76871.273835
42.519022,25,76877.586819
37.516166,27,76884.900352
44.44073,25,76891.301272
42.519022,29,76899.23058
42.519022,25,76905.516223
41.518599,36,76916.465371
39.790079,33,76926.156554
48.232369,26,76932.474923
44.44073,25,76938.926697
42.519022,25,76945.256306
45.277849,33,76954.824703
42.519022,25,76961.127534
46.19028,36,76972.024774
43.136682,29,76979.980731
41.518599,26,76986.677196
47.162848,34,76996.512722
46.270192,31,77004.777485
41.518599,36,77016.108538
42.519022,26,77022.608911
41.518599,27,77029.647193
41.518599,26,77036.445914
41.000138,26,77043.357742
42.519022,25,77049.827878
44.44073,25,77056.366163
51.215437,25,77062.290259
41.000138,26,77068.706191
41.000138,26,77075.121238
48.740728,27,77082.341835
41.518599,27,77089.43631
41.518599,26,77096.197454
44.44073,25,77102.520344
45.10371,26,77109.28679
42.519022,25,77115.563784
41.518599,27,77122.761021
41.518599,37,77134.039167
41.518599,32,77143.340242
45.783445,28,77150.700777
42.519022,27,77157.727548
42.519022,25,77164.125659
45.068677,32,77173.406169
43.276809,27,77180.84308
42.519022,25,77187.228591
45.497645,29,77194.64423
41.518599,37,77206.124884
42.519022,25,77212.451738
45.544971,29,77220.228388
42.519022,26,77226.568397
44.44073,25,77232.973153
42.32579,32,77242.165797
42.519022,26,77248.768681
48.283162,25,77254.676553
39.790079,34,77264.894639
41.518599,27,77272.122877
41.518599,27,77279.427933
45.397477,31,77288.192262
41.518599,34,77298.19334
44.531742,36,77308.135558
42.519022,25,77314.545631
41.518599,26,77321.421943
41.518599,27,77328.728256
41.518599,37,77340.280347
37.796949,35,77350.730063
42.519022,25,77357.261551
42.436036,26,77363.418225
42.519022,25,77369.937103
41.518599,26,77376.939227
41.518599,26,77383.699085
45.10371,25,77390.101562
46.58379,26,77396.473601
48.283162,25,77402.44882
